urlid,label
5068,0.858511
4474,0.824879
5831,0.767749
4729,0.696781
10060,0.704305
6895,0.668646
3791,0.871259
7910,0.558502
4209,0.678926
4984,0.763156
1773,0.610386
2101,0.655194
7251,0.648147
2887,0.663500
875,0.713684
8185,0.618924
9688,0.851409
5342,0.542549
6802,0.705165
3077,0.708448
712,0.552381
3026,0.000000
2640,0.614444
4872,0.670722
3334,0.834079
2431,0.683451
9218,0.607502
7417,0.747372
3563,0.904893
1006,0.642192
8940,0.682227
7703,0.640103
2686,0.627203
8159,0.880220
37,0.591908
65,0.630422
1910,0.825976
2202,0.862596
9717,0.798735
2388,0.776484
2365,0.679982
5072,0.695171
4614,0.644321
6955,0.637248
4094,0.000000
3319,0.897910
1456,0.827913
5381,0.791292
4479,0.803508
4766,0.638351
6076,0.793004
8064,0.667627
3416,0.901700
4892,0.603907
9942,0.797797
9215,0.541328
4506,0.782585
9275,0.620648
1306,0.856475
6828,0.840393
8368,0.719115
7205,0.598975
360,0.844334
3386,0.614034
3835,0.696015
1305,0.564528
7963,0.623801
2073,0.705973
4230,0.702259
9012,0.611055
2723,0.846184
6788,0.875861
7945,0.593558
4868,0.837012
6597,0.642708
7323,0.649896
6229,0.681741
3427,0.792694
7727,0.636207
4707,0.869070
2547,0.761903
4523,0.889491
9648,0.638558
1084,0.653084
3327,0.828050
5591,0.644606
186,0.576841
2938,0.645299
9912,0.814065
6047,0.666967
2417,0.756026
10533,0.609006
1137,0.676820
1533,0.793890
9233,0.708695
43,0.609185
8986,0.566690
6000,0.906423
480,0.624845
2457,0.668218
5362,0.599375
7722,0.630505
7940,0.761298
6104,0.845760
8853,0.653855
5813,0.749820
4769,0.622835
2544,0.843037
6379,0.629970
5262,0.635862
9885,0.639043
10081,0.630267
1315,0.606783
3388,0.630930
3473,0.864749
2117,0.595626
9411,0.611111
9379,0.868637
4236,0.623121
2049,0.689382
4786,0.616877
1604,0.633366
7659,0.608956
8152,0.664593
5417,0.686252
160,0.697679
6826,0.798691
1815,0.699024
3647,0.704774
5605,0.638429
3526,0.863795
3854,0.836549
1053,0.662719
2411,0.555275
6015,0.586740
2089,0.848609
7745,0.833023
6816,0.718250
3934,0.635936
6547,0.596310
3758,0.819056
7158,0.769702
1584,0.654057
2982,0.841468
7679,0.797223
5286,0.837076
3776,0.856051
1235,0.679845
6294,0.714733
1012,0.724791
10318,0.652877
7134,0.659653
5180,0.806613
2108,0.617171
3639,0.645998
6729,0.652268
2472,0.639095
10235,0.661912
190,0.813508
4713,0.799597
6827,0.629939
6108,0.780850
1114,0.899713
4848,0.642690
606,0.641476
1573,0.766466
8546,0.658461
5193,0.527521
2936,0.651337
5104,0.672876
6712,0.795450
3055,0.635782
74,0.841610
7726,0.729480
9183,0.639652
162,0.642160
7288,0.661499
8657,0.800205
1295,0.651516
8207,0.795404
4433,0.843301
590,0.861108
10549,0.749984
7749,0.693468
405,0.866829
10267,0.845030
7133,0.609105
7584,0.728115
6616,0.770351
1719,0.533171
9761,0.771021
5859,0.625902
5662,0.655767
1736,0.587297
9333,0.672561
1102,0.650155
2790,0.718293
6598,0.804775
7995,0.868722
4452,0.874253
159,0.657002
511,0.815081
7006,0.839623
1123,0.779389
6073,0.619611
7094,0.623730
10008,0.633780
7573,0.603377
679,0.661679
6809,0.651889
1108,0.648396
380,0.623613
204,0.643447
7075,0.649868
2550,0.655977
9785,0.639014
5036,0.804862
3129,0.617333
6495,0.817225
880,0.646624
2360,0.668548
7839,0.625815
350,0.670161
9151,0.843197
6650,0.635044
7208,0.722098
5840,0.609789
5997,0.665307
2103,0.826089
713,0.718797
7771,0.669921
10255,0.647003
3944,0.911840
4250,0.627784
2833,0.643913
3052,0.645461
7855,0.904335
4152,0.529825
4445,0.837315
10036,0.904975
9727,0.687360
2234,0.611934
9632,0.835573
626,0.630321
1644,0.555422
4859,0.877138
3987,0.627271
5884,0.836000
4112,0.782926
10392,0.684171
2962,0.650811
21,0.696111
8524,0.862770
2543,0.606451
663,0.634508
2748,0.731131
3451,0.623089
964,0.852143
10560,0.715364
2428,0.603455
4520,0.660736
7660,0.900002
6583,0.766555
10390,0.546383
688,0.613156
7957,0.844943
3356,0.738089
1766,0.629712
9128,0.669726
2340,0.660621
9421,0.573743
7712,0.693929
8200,0.627888
8762,0.574092
6446,0.612250
5194,0.627472
960,0.559523
779,0.873567
3584,0.706993
3011,0.608734
2769,0.662962
1392,0.623338
7254,0.899954
9084,0.669542
9622,0.630736
3665,0.582527
1609,0.658334
6130,0.642474
10155,0.633206
7826,0.835059
8300,0.597797
5038,0.610099
7582,0.755819
9561,0.645944
7430,0.758115
5045,0.795566
10421,0.588049
5675,0.678266
4687,0.660917
4944,0.833889
5105,0.823676
148,0.605800
6371,0.549671
8108,0.628135
4354,0.569015
6077,0.809223
4292,0.000000
10068,0.703175
5821,0.619246
1042,0.765123
7715,0.606007
9703,0.575668
2761,0.673495
7002,0.668738
7313,0.696269
9050,0.656321
5518,0.512924
10556,0.808473
1078,0.613615
9699,0.678135
10445,0.843553
8748,0.892745
2960,0.643961
4317,0.616908
939,0.562388
8423,0.616695
5196,0.614413
8151,0.593168
7199,0.815984
1574,0.639313
8566,0.643619
7389,0.630502
1177,0.693710
10282,0.755178
10098,0.845488
4512,0.661156
4055,0.816266
8431,0.769643
4532,0.658911
10450,0.581579
5754,0.789291
1882,0.802042
1563,0.891833
4871,0.819231
8440,0.623671
3253,0.717184
8270,0.686404
4610,0.630858
9619,0.633708
8786,0.623270
2889,0.847827
9781,0.589196
5061,0.667498
7059,0.849191
2064,0.878805
1587,0.648288
1934,0.839301
5516,0.612235
9853,0.634101
7867,0.625876
1556,0.685176
5495,0.568295
4274,0.637148
8177,0.606118
9491,0.824051
9813,0.602519
2205,0.626615
2710,0.612149
2992,0.586964
7998,0.614022
6428,0.700392
6638,0.590101
3035,0.715682
1578,0.663150
1324,0.838848
2316,0.842520
9326,0.527607
7359,0.853234
7741,0.689221
5143,0.595275
8196,0.726136
630,0.584647
8481,0.807713
8497,0.572997
5409,0.808426
5749,0.662655
8219,0.697122
9571,0.769810
4886,0.834227
5367,0.605638
1185,0.602918
8291,0.597650
1590,0.500000
7698,0.611524
51,0.615188
8784,0.685209
3928,0.607290
5987,0.000000
7008,0.815223
7482,0.769109
9374,0.704726
1296,0.827460
10289,0.838150
2986,0.570614
4651,0.587415
8594,0.789272
7469,0.726217
2871,0.693034
1903,0.864505
8571,0.867185
4832,0.771750
1242,0.685902
7115,0.500000
3599,0.604139
2065,0.611701
4529,0.660511
763,0.727055
6698,0.839864
2002,0.792182
2020,0.758756
5229,0.672564
8243,0.590671
6936,0.875833
9360,0.832864
4360,0.622328
7951,0.671574
6701,0.711149
7574,0.831875
2426,0.596157
1681,0.839209
7135,0.000000
3688,0.662704
3872,0.601381
558,0.687424
2228,0.734515
8170,0.619938
7171,0.705053
7756,0.616200
3609,0.580059
3985,0.617794
1139,0.624587
3453,0.716350
7583,0.000000
9788,0.853750
10175,0.883732
6059,0.681591
104,0.569174
10168,0.631120
8902,0.853982
5343,0.856987
4239,0.648485
6767,0.699020
6269,0.571642
6682,0.619860
9558,0.703079
2416,0.602385
6592,0.659630
6196,0.613064
2751,0.882378
3412,0.811079
8302,0.775082
1120,0.761001
8005,0.685168
6637,0.657003
6440,0.610766
6679,0.839573
8039,0.823877
5357,0.814795
8844,0.780165
2964,0.600595
6040,0.623819
7259,0.971151
8974,0.739470
7439,0.634124
1045,0.650187
7706,0.658591
9724,0.622134
3698,0.636892
7339,0.852214
1749,0.630472
7257,0.692686
2963,0.836342
7775,0.632097
10501,0.641789
4258,0.829835
7908,0.871835
722,0.666933
6519,0.621997
6916,0.660177
4456,0.842622
2731,0.611412
917,0.778134
4107,0.660473
7894,0.709966
2540,0.701412
8455,0.858104
10406,0.852667
8909,0.646758
5489,0.607965
306,0.828011
3894,0.589968
2735,0.607100
4939,0.671187
1551,0.642354
777,0.660998
2160,0.855358
8599,0.785814
2727,0.709850
6362,0.620182
1417,0.794278
10343,0.733451
4866,0.863019
2682,0.628114
9856,0.571316
4498,0.000000
7450,0.652782
6899,0.568987
5649,0.867552
6086,0.638487
1618,0.679107
9926,0.606731
2847,0.590204
8099,0.860787
5724,0.662701
3358,0.597981
8136,0.631489
955,0.671648
8819,0.606390
5832,0.968117
10413,0.911859
6548,0.688942
8407,0.666045
10090,0.635587
8564,0.593867
808,0.808352
5303,0.676772
8913,0.752534
9425,0.820953
9543,0.820301
1219,0.784136
9575,0.881770
4019,0.729143
6223,0.838416
9588,0.642150
4739,0.648130
10492,0.753892
2017,0.698368
5524,0.841915
7449,0.815348
5734,0.626525
5456,0.635049
797,0.720643
5525,0.617062
8265,0.650426
1981,0.891592
8977,0.803788
6241,0.919559
6021,0.825707
7720,0.514323
8632,0.613479
6705,0.635641
2476,0.772218
3510,0.686107
8887,0.629726
10115,0.660609
9061,0.592323
5570,0.634221
2763,0.732239
1437,0.684479
3448,0.640251
3529,0.639756
3156,0.639905
4604,0.814920
6776,0.732071
10227,0.692829
1545,0.682066
10487,0.609539
993,0.635144
1161,0.825859
7975,0.878179
1591,0.617744
7804,0.827720
5048,0.617454
10454,0.828820
3567,0.644027
5886,0.624633
9937,0.669382
3931,0.754377
9706,0.850192
10193,0.829268
5569,0.868593
9747,0.591403
2217,0.831578
5936,0.595106
3885,0.757566
1086,0.648188
1799,0.698139
9763,0.758208
3299,0.648466
8268,0.832265
473,0.656869
337,0.809652
9381,0.759156
6426,0.640253
1210,0.610978
4986,0.924328
8285,0.717145
2024,0.809478
245,0.906519
4807,0.641575
2208,0.734963
9835,0.606923
8963,0.698837
9946,0.640979
5230,0.601766
2788,0.628140
674,0.728147
1629,0.836184
2300,0.634875
169,0.611020
3575,0.880136
6910,0.631436
1479,0.668225
10498,0.839900
8062,0.751649
9672,0.634629
9467,0.636256
6763,0.691760
8508,0.623329
1034,0.609252
3756,0.653321
9263,0.601433
8141,0.666007
532,0.912501
7022,0.630439
4024,0.586161
3298,0.661514
5641,0.602062
10455,0.571437
5206,0.873061
7005,0.649523
8971,0.530592
8358,0.794246
257,0.633191
78,0.798306
6333,0.700367
7969,0.635366
2505,0.625548
2004,0.789095
3748,0.679862
5668,0.648409
365,0.656697
9651,0.680993
2324,0.555905
3902,0.612337
9294,0.641236
5377,0.624990
2817,0.766183
7670,0.600739
4755,0.809184
255,0.832668
2714,0.709678
2922,0.630640
5517,0.721851
5157,0.823800
64,0.622522
5300,0.565077
451,0.611625
3941,0.805103
326,0.686928
3757,0.588829
8798,0.644324
2315,0.897811
6755,0.887923
2916,0.646858
7406,0.700644
3703,0.828909
5403,0.667140
622,0.600015
9,0.692373
5848,0.718988
8670,0.570902
1156,0.581755
10179,0.655793
2028,0.831754
3924,0.833085
620,0.633924
1963,0.742934
4537,0.583206
8970,0.624330
3024,0.895243
6140,0.795453
1866,0.694609
4442,0.821103
2312,0.659347
6749,0.664063
459,0.743379
1516,0.832338
8817,0.613204
4912,0.629794
2076,0.635003
10023,0.800303
7684,0.642213
3531,0.625202
6209,0.681697
10508,0.878438
8678,0.739342
3541,0.611716
1208,0.756041
4090,0.778552
1097,0.595762
5099,0.811242
2816,0.724847
4291,0.820124
1409,0.769130
6401,0.651334
4617,0.750897
6111,0.634784
6172,0.878619
10357,0.568027
8465,0.813071
3867,0.658023
9495,0.825503
4348,0.701098
7879,0.619156
9273,0.714565
3252,0.665641
9167,0.635930
2573,0.606397
7395,0.800648
9046,0.704639
1526,0.631858
9339,0.614900
10301,0.883682
7588,0.800966
1104,0.606355
1310,0.604860
6631,0.000000
10475,0.614745
9090,0.721976
1528,0.652239
1657,0.813220
1175,0.632792
1895,0.633397
3864,0.651489
4700,0.605506
3572,0.698758
10507,0.557529
269,0.711327
5744,0.731967
1687,0.590812
3020,0.620294
4974,0.837136
5119,0.864314
1916,0.746308
6687,0.882867
2197,0.714331
8641,0.624771
10073,0.838511
1967,0.601099
4999,0.615742
9816,0.640613
734,0.814390
9665,0.000000
5092,0.855987
2591,0.897597
9877,0.802452
4601,0.883820
7734,0.573330
7185,0.751374
6405,0.719919
7003,0.640384
928,0.657736
6490,0.697552
1586,0.620581
10139,0.807453
1192,0.734460
10526,0.602656
5544,0.810171
8779,0.641661
4497,0.631202
3059,0.829753
2181,0.642059
2303,0.664795
1190,0.715006
1468,0.683377
8771,0.640579
8997,0.864592
6365,0.753372
10355,0.610557
3478,0.679431
3764,0.634904
3542,0.644254
4941,0.640313
1840,0.730540
463,0.593677
7407,0.622391
7711,0.654732
6044,0.617959
3750,0.837197
10114,0.587549
1332,0.776223
425,0.860177
3479,0.874356
1979,0.787345
2994,0.743546
207,0.637349
5820,0.846420
9187,0.612861
5423,0.828559
2743,0.672633
2902,0.859663
9126,0.853019
7903,0.690836
4100,0.668500
3578,0.709520
6061,0.676622
5081,0.580971
4575,0.631949
6695,0.803788
5960,0.688778
10186,0.700049
6795,0.743219
10022,0.617027
5841,0.719612
7481,0.595930
9331,0.572722
400,0.839051
6907,0.547637
10393,0.787098
3709,0.779125
4726,0.904929
3007,0.628040
4723,0.623657
597,0.651904
1810,0.816713
4131,0.679904
4697,0.736002
8838,0.771900
5956,0.646033
4196,0.758092
63,0.859786
1714,0.667920
904,0.685572
9715,0.868298
4,0.550732
5462,0.693275
259,0.607523
5418,0.644559
6849,0.618247
9893,0.600086
10003,0.819529
4976,0.631252
7611,0.837331
900,0.677902
3746,0.843416
3893,0.655103
2966,0.630268
9667,0.896923
9734,0.637913
8123,0.698095
8470,0.854362
4058,0.643700
4623,0.884264
3782,0.649654
7966,0.830607
6003,0.736727
2168,0.891125
422,0.614727
6381,0.614509
1136,0.698103
3443,0.749828
2214,0.675067
9973,0.788570
1593,0.687710
5474,0.686479
812,0.875483
4703,0.601188
4294,0.830482
10021,0.645045
395,0.635960
3237,0.691994
9099,0.694149
2401,0.548836
10371,0.607881
3420,0.788947
3460,0.824496
9088,0.830765
5995,0.852671
3084,0.841479
3595,0.626639
9524,0.834636
167,0.651719
9743,0.869488
6109,0.631388
433,0.615235
6292,0.634365
8125,0.597818
4035,0.673214
2929,0.739440
8810,0.896018
4403,0.644034
3925,0.780493
1290,0.719509
3689,0.831694
6709,0.631244
8021,0.672293
6237,0.834607
1453,0.578134
7340,0.662686
6078,0.674866
2369,0.641107
1781,0.665250
3830,0.863220
7625,0.644383
8150,0.594619
1680,0.672104
7077,0.604781
3360,0.690781
7927,0.836733
244,0.650871
8107,0.839274
820,0.880891
5915,0.879285
924,0.599457
9207,0.681361
4077,0.816570
6052,0.868940
508,0.831878
8105,0.000000
4405,0.573415
7558,0.554962
6094,0.800185
484,0.801541
8927,0.660396
310,0.519021
8075,0.820455
1094,0.651667
3211,0.657055
1700,0.852060
4816,0.642393
9354,0.764704
8845,0.659480
7530,0.805666
1520,0.600397
1087,0.766561
5786,0.763898
6847,0.705271
999,0.621420
5308,0.644947
6569,0.833363
10200,0.618786
5868,0.795673
1757,0.604219
4625,0.820562
2955,0.745716
6187,0.895388
9931,0.761979
4883,0.675973
2488,0.795579
156,0.851240
2820,0.519352
1311,0.581416
1517,0.626914
3640,0.597516
5763,0.698824
6689,0.711775
1193,0.596522
8217,0.803690
10327,0.690957
5042,0.679121
6903,0.649954
2068,0.829914
7614,0.602758
8842,0.633259
2445,0.646387
10276,0.593523
4931,0.645074
6842,0.666587
5927,0.626899
6207,0.631241
4539,0.630191
8721,0.627276
3618,0.614655
2580,0.647494
5321,0.786651
3181,0.609395
4742,0.606886
3340,0.780157
8310,0.869686
3948,0.788330
2126,0.814878
10436,0.654037
9635,0.807067
9022,0.618510
8576,0.682258
2522,0.620359
7341,0.828869
7377,0.848505
7636,0.641817
2536,0.823275
2706,0.860723
4814,0.614391
6032,0.626116
2630,0.745466
1857,0.534884
5412,0.886426
1957,0.674782
9805,0.770231
9256,0.671960
1055,0.783912
8439,0.771292
317,0.698004
6126,0.595929
9970,0.614784
6008,0.621180
2811,0.613851
10214,0.592351
10337,0.610373
6563,0.572856
5611,0.873817
6358,0.679762
8446,0.633223
974,0.635296
4839,0.595231
4806,0.830133
4597,0.634180
4649,0.635755
7744,0.899816
5826,0.669760
6118,0.625611
6785,0.609502
301,0.860084
3192,0.822077
9854,0.674221
9227,0.860850
4768,0.639842
2961,0.619208
4564,0.645466
2484,0.631222
1606,0.703261
2864,0.646344
2884,0.551544
2753,0.687776
4366,0.632522
2470,0.608895
6369,0.619992
2754,0.667640
2501,0.659596
8890,0.638627
2093,0.821758
4937,0.684028
2850,0.623893
3706,0.650605
6645,0.838429
5799,0.802583
4229,0.832004
4900,0.611993
7883,0.622718
4629,0.804044
6459,0.788478
10381,0.818292
220,0.814308
761,0.712925
4264,0.830829
6633,0.709646
1424,0.831960
7017,0.707034
6901,0.589445
7126,0.656759
881,0.647998
6382,0.649923
7502,0.705983
1911,0.813172
3076,0.656478
9281,0.686481
1534,0.778745
8378,0.605970
4717,0.817281
7012,0.913680
9028,0.822963
5407,0.698568
274,0.645202
9465,0.807483
5164,0.637182
937,0.651300
5264,0.822371
8051,0.680317
10304,0.634843
2403,0.602087
1697,0.894316
8142,0.660573
3734,0.603902
8487,0.593325
5123,0.866964
8726,0.555376
2336,0.752134
7376,0.634449
2793,0.708075
1998,0.616202
319,0.875665
6783,0.684754
6911,0.801114
3078,0.889588
3310,0.877869
4790,0.797027
2712,0.634334
2968,0.896005
7777,0.672446
10442,0.607399
1654,0.617206
10438,0.683971
4509,0.649154
3963,0.636943
5043,0.602159
5421,0.884259
6465,0.626091
8034,0.792188
806,0.712034
1090,0.622180
1566,0.650700
10187,0.656725
2634,0.859907
569,0.817095
135,0.568775
3732,0.795162
6247,0.795715
10466,0.673557
8429,0.598425
6725,0.609307
6128,0.613040
8496,0.596458
2433,0.825610
5552,0.850599
7122,0.687549
376,0.623356
796,0.520697
6121,0.685934
8960,0.815385
5686,0.591887
2213,0.733013
6602,0.811049
3357,0.798090
1997,0.627170
691,0.621496
4370,0.786610
9660,0.834819
7189,0.652023
6660,0.627267
2074,0.785270
5375,0.838621
1816,0.638693
9802,0.810602
7654,0.855313
3784,0.754800
9604,0.844862
6397,0.699205
7125,0.832489
1460,0.686985
5718,0.703019
5452,0.758489
7064,0.815434
8272,0.862021
3620,0.868020
2772,0.664923
5150,0.547085
125,0.669623
1005,0.603791
616,0.705825
9056,0.638203
3972,0.614719
746,0.625075
10286,0.848666
723,0.682885
1283,0.643311
8009,0.774074
8509,0.562996
8220,0.670516
7393,0.822585
8499,0.612511
3789,0.000000
9658,0.637699
8171,0.597217
1985,0.675787
733,0.615315
6706,0.616250
6282,0.607866
7243,0.649875
3995,0.817282
4375,0.709158
1647,0.618251
9306,0.836238
9272,0.677181
9464,0.635032
5340,0.590834
5475,0.861501
4911,0.865930
9315,0.703817
811,0.511537
6395,0.660769
3229,0.641151
2250,0.696833
8433,0.741900
10428,0.615615
10461,0.681205
8408,0.797591
3945,0.768227
863,0.835671
4683,0.601096
1162,0.849863
9132,0.653623
1076,0.611040
7236,0.507692
3218,0.628153
6866,0.579964
4997,0.697608
9121,0.608327
8696,0.619629
3313,0.616258
1421,0.000000
80,0.634318
8163,0.593157
4583,0.853996
4053,0.645368
8693,0.651722
4139,0.613801
6976,0.592695
3549,0.662110
5534,0.629537
1638,0.761364
6375,0.810487
1008,0.768671
9120,0.780069
8071,0.653603
3266,0.877761
10482,0.867845
5288,0.552792
6302,0.628412
2183,0.639242
9199,0.596362
5441,0.651042
4418,0.601252
7287,0.766701
1532,0.764893
2978,0.649526
1230,0.637410
6423,0.781221
9643,0.615111
5142,0.602620
9368,0.761255
6132,0.717289
9031,0.662892
4767,0.788187
844,0.636046
10296,0.621867
9045,0.727042
10469,0.572526
9223,0.750100
9340,0.643522
1226,0.624843
686,0.684058
4037,0.907162
7620,0.595729
9322,0.762279
2943,0.589302
6549,0.628048
8124,0.660279
1803,0.840555
8025,0.609642
368,0.658619
3660,0.681018
4943,0.672653
9143,0.596602
958,0.730780
4272,0.544683
200,0.675209
7314,0.869567
7827,0.643091
252,0.715456
2242,0.817454
2804,0.627892
8802,0.668664
7645,0.814082
7228,0.832191
9200,0.602164
4738,0.840204
4513,0.865884
7999,0.641089
3938,0.627910
8127,0.885929
9265,0.705035
7353,0.817273
4772,0.705070
4461,0.572633
1335,0.619255
9018,0.793471
10460,0.897376
7956,0.624508
1238,0.562570
2552,0.803501
6517,0.764716
5925,0.760202
7413,0.627990
3728,0.521429
1103,0.890537
3704,0.712994
8413,0.766158
4533,0.757909
5449,0.740101
7306,0.568922
1401,0.830611
7365,0.746861
8363,0.584604
3656,0.795820
5683,0.785077
1940,0.592226
8674,0.605375
6745,0.672520
4431,0.885729
2263,0.887108
7506,0.787023
4059,0.820280
4588,0.567403
8692,0.835785
7258,0.837642
5448,0.883576
8865,0.000000
1119,0.686396
7642,0.866317
9981,0.809847
181,0.821756
7528,0.667244
9086,0.830434
4963,0.600606
5292,0.649440
1254,0.683951
2125,0.731078
5601,0.849700
2758,0.833484
1922,0.645048
5440,0.675446
3001,0.779578
4011,0.532626
8604,0.864088
2779,0.602849
1568,0.500000
10123,0.648617
9053,0.652524
8028,0.790968
82,0.818693
2845,0.857477
10221,0.669957
8598,0.774766
5011,0.862574
7401,0.598295
8687,0.711001
8767,0.818945
10046,0.576825
1920,0.644827
4364,0.884696
9395,0.616891
3602,0.000000
9038,0.631479
7786,0.668388
5106,0.776371
9337,0.639776
1575,0.670611
10291,0.759824
2965,0.868135
1478,0.569025
3625,0.673733
7329,0.831764
4116,0.673779
9136,0.605202
6870,0.886846
4073,0.872286
7863,0.631780
7437,0.626720
278,0.817910
1977,0.000000
8570,0.674561
6800,0.590059
8964,0.681414
7534,0.838559
6539,0.815660
645,0.732675
8223,0.603558
610,0.608958
1512,0.813269
8340,0.838993
4524,0.630999
7465,0.585865
6313,0.600137
1873,0.612845
1015,0.767191
444,0.621808
4967,0.854324
8988,0.803558
3199,0.742202
8020,0.745805
6103,0.647988
362,0.610552
7325,0.823471
5730,0.665746
10448,0.867538
1452,0.633841
6669,0.684744
7892,0.604586
7859,0.846185
5866,0.859219
2970,0.679409
9609,0.550549
893,0.610562
4176,0.676242
4280,0.622748
3970,0.638385
4516,0.602953
7503,0.612462
7955,0.814567
9852,0.758763
8380,0.853735
9284,0.860141
10386,0.605680
4004,0.689045
5328,0.609022
9274,0.864760
4646,0.761307
396,0.856182
5513,0.665596
4117,0.623386
3751,0.628360
9767,0.608844
1071,0.672956
7812,0.818429
5059,0.686353
2667,0.670594
9304,0.609511
10385,0.624685
7930,0.609116
5225,0.604590
9839,0.664095
2831,0.611929
2387,0.641988
3433,0.707128
5101,0.715796
6357,0.846171
5476,0.607053
3807,0.844472
10232,0.622039
1508,0.669518
6993,0.770794
5505,0.626853
6009,0.599106
5301,0.762724
6766,0.622700
2248,0.699835
8572,0.633333
852,0.000000
7871,0.821265
6926,0.839600
10220,0.839136
9007,0.839186
6990,0.854404
2012,0.700400
5645,0.625484
9091,0.821652
3797,0.639463
7201,0.639302
672,0.827621
1257,0.904181
2010,0.680818
8222,0.809280
9636,0.670962
2746,0.730485
2919,0.840394
5231,0.590853
5625,0.724376
10254,0.616690
2651,0.603510
1740,0.760666
3212,0.708997
10502,0.597762
7139,0.623915
7210,0.615702
10049,0.749846
1621,0.633072
2301,0.618815
5798,0.786131
3812,0.851922
6190,0.716389
5503,0.618254
9972,0.633137
5646,0.582411
2003,0.827023
1069,0.684148
9656,0.731773
279,0.825633
4328,0.755516
7105,0.678776
1643,0.640115
3108,0.603506
3106,0.611349
1626,0.565322
9838,0.566348
6994,0.740239
3463,0.600577
781,0.626155
4337,0.623586
1639,0.602799
416,0.503472
7687,0.749421
9610,0.644609
2519,0.654992
10210,0.000000
8633,0.825454
1276,0.842956
4764,0.657658
7674,0.743660
6550,0.832546
3853,0.700436
341,0.555991
6258,0.600870
1884,0.767025
2855,0.647152
2196,0.627451
5326,0.778392
6380,0.642863
5580,0.588878
4563,0.605961
10414,0.769934
3226,0.725902
3175,0.796454
9457,0.624627
1705,0.572585
5910,0.610368
375,0.640809
10333,0.617574
3852,0.683130
1971,0.689732
8720,0.709700
1860,0.660714
10349,0.859668
4605,0.653395
7358,0.815791
8258,0.645306
5678,0.592732
694,0.817804
8482,0.631433
1924,0.596165
3716,0.814025
3282,0.581388
5746,0.625240
1518,0.603789
8741,0.666643
7630,0.683261
8276,0.624502
6939,0.676525
1435,0.778913
8157,0.635901
1041,0.581882
4478,0.774571
8307,0.636727
2094,0.892819
5916,0.650766
9848,0.862143
4803,0.724221
2147,0.610851
295,0.835156
861,0.614783
3822,0.660405
5609,0.838912
9450,0.636954
4122,0.675271
10558,0.597586
4285,0.614677
6184,0.828594
7295,0.582685
1926,0.810232
5026,0.621303
7952,0.818457
4194,0.638449
639,0.760567
