urlid,score_title,score_url,label_body,label_all
1556,0.446042,0.497998,0.0,0.0
5495,0.558096,0.456352,0.0,0.0
4274,0.427282,0.537837,0.0,0.0
8177,0.560640,0.346360,0.0,0.0
9491,0.874730,0.797809,1.0,1.0
9813,0.320002,0.178571,0.0,0.0
2205,0.420825,0.298183,0.0,0.0
2710,0.558096,0.600930,0.0,0.0
2992,0.407407,0.285768,0.0,0.0
7998,0.763748,0.314320,0.0,0.0
6428,0.605517,0.503206,1.0,1.0
6638,0.589824,0.307692,0.0,0.0
3035,0.567581,0.629995,1.0,1.0
1578,0.492109,0.460938,0.0,0.0
1324,0.614881,0.487879,1.0,1.0
2316,0.758408,0.766284,1.0,1.0
9326,0.558096,1.000000,0.0,0.0
7359,0.700004,0.882133,1.0,1.0
7741,0.558096,0.862756,1.0,1.0
5143,0.286965,0.323914,0.0,0.0
8196,0.856077,0.684211,1.0,1.0
630,0.204148,0.258977,0.0,0.0
8481,0.786396,0.866930,1.0,1.0
8497,0.305469,0.297009,0.0,0.0
5409,0.808793,0.638298,1.0,1.0
5749,0.558096,0.546550,0.0,0.0
8219,0.895935,0.893464,1.0,1.0
9571,0.776259,0.845833,1.0,1.0
4886,0.682739,0.654251,1.0,1.0
5367,0.401880,0.397915,0.0,0.0
1185,0.329369,0.506638,0.0,0.0
8291,0.499692,0.320988,0.0,0.0
1590,0.547183,0.333333,0.0,0.0
7698,0.587101,0.465826,0.0,0.0
51,0.582858,0.519866,0.0,0.0
8784,0.346318,0.000000,0.0,0.0
3928,0.522045,0.000000,0.0,0.0
5987,0.308525,0.262804,0.0,0.0
7008,0.855016,0.871195,1.0,1.0
7482,0.723688,0.681727,1.0,1.0
9374,0.314738,0.000000,0.0,0.0
1296,0.558096,0.760827,1.0,1.0
10289,0.902836,0.825825,1.0,1.0
2986,0.000000,0.406250,0.0,0.0
4651,0.151323,0.418157,0.0,0.0
8594,0.558096,0.526468,1.0,1.0
7469,0.824525,0.000000,1.0,1.0
2871,0.478072,0.000000,0.0,0.0
1903,0.878866,0.792447,1.0,1.0
8571,0.852755,0.864559,1.0,1.0
4832,0.619859,0.875001,1.0,1.0
1242,0.559047,0.879314,1.0,1.0
7115,0.558096,0.000000,0.0,0.0
3599,0.558096,0.671867,0.0,0.0
2065,0.378294,0.538590,0.0,0.0
4529,0.328051,0.290377,0.0,0.0
763,0.558096,0.530680,0.0,0.0
6698,0.792704,0.796055,1.0,1.0
2002,0.815124,0.965645,1.0,1.0
2020,0.729428,0.879433,1.0,1.0
5229,0.550608,0.567776,0.0,0.0
8243,0.525162,0.520833,0.0,0.0
6936,0.817400,0.643421,1.0,1.0
9360,0.890039,0.858852,1.0,1.0
4360,0.634326,0.684211,0.0,0.0
7951,0.745238,0.757720,0.0,0.0
6701,0.889394,0.874917,0.0,0.0
7574,0.791161,0.814793,1.0,1.0
2426,0.474936,0.000000,0.0,0.0
1681,0.826701,0.773331,1.0,1.0
7135,0.558096,0.644068,0.0,0.0
3688,0.500733,0.540795,0.0,0.0
3872,0.558096,0.352847,0.0,0.0
558,0.464142,0.254473,0.0,0.0
2228,0.497143,0.562500,1.0,1.0
8170,0.492808,0.491352,0.0,0.0
7171,0.399959,0.411909,0.0,0.0
7756,0.513737,0.575123,0.0,0.0
3609,0.407531,0.650000,0.0,0.0
3985,0.648572,0.467236,1.0,1.0
1139,0.361529,0.660094,0.0,0.0
3453,0.340699,0.530058,1.0,1.0
7583,0.558096,0.300353,0.0,0.0
9788,0.939754,0.965635,1.0,1.0
10175,0.558096,0.748527,1.0,1.0
6059,0.466947,0.446338,0.0,0.0
104,0.459180,0.000000,0.0,0.0
10168,0.574921,0.307692,0.0,0.0
8902,0.877233,0.837002,1.0,1.0
5343,0.940162,0.788718,1.0,1.0
4239,0.610046,0.572913,0.0,0.0
6767,0.810672,0.000000,0.0,0.0
6269,0.291105,0.289101,0.0,0.0
6682,0.356290,0.000000,0.0,0.0
9558,0.563019,0.508907,0.0,0.0
2416,0.399707,0.675582,0.0,0.0
6592,0.564814,0.441860,0.0,0.0
6196,0.505630,0.463999,0.0,0.0
2751,0.929037,0.920222,1.0,1.0
3412,0.907423,0.921717,1.0,1.0
8302,0.881500,0.895089,1.0,1.0
1120,0.558423,0.479402,1.0,1.0
8005,0.299991,0.297540,0.0,0.0
6637,0.650710,0.666686,0.0,0.0
6440,0.464001,0.489550,0.0,0.0
6679,0.795792,0.742795,1.0,1.0
8039,0.689514,0.593532,1.0,1.0
5357,0.904726,0.886553,1.0,1.0
8844,0.888722,0.813550,1.0,1.0
2964,0.318792,0.325926,0.0,0.0
6040,0.325894,0.594076,0.0,0.0
7259,0.810803,0.803910,1.0,1.0
8974,0.722857,0.826389,1.0,1.0
7439,0.181137,0.180757,0.0,0.0
1045,0.346161,0.287331,0.0,0.0
7706,0.512967,0.445423,0.0,0.0
9724,0.442514,0.000000,0.0,0.0
3698,0.481232,0.389257,0.0,0.0
7339,0.779191,0.831908,1.0,1.0
1749,0.524849,0.611178,0.0,0.0
