urlid,label,label_title,label_url
9873,0.812726,0.811038,0.846395
305,0.485173,0.539413,0.453170
6041,0.498120,0.333333,0.422144
5360,0.424441,0.417006,0.758254
8445,0.658301,0.933445,0.954633
7260,0.505174,0.539947,0.561415
4526,0.742645,0.726966,0.410127
138,0.571563,0.642778,0.494624
168,0.469427,0.645161,0.464048
7888,0.672590,0.565499,0.615963
4639,0.606591,0.841538,0.836709
867,0.579680,0.413661,0.440278
9673,0.842536,0.540406,0.537790
710,0.530286,0.675000,0.578104
4749,0.441811,0.453009,0.377393
4716,0.393686,0.114286,0.242424
410,0.690809,0.671532,0.627213
2155,0.833401,0.929335,0.902553
3289,0.510684,0.639519,0.654446
7774,0.424242,0.477401,0.410127
1200,0.424242,0.478762,0.371117
9057,0.424242,0.456107,0.435251
2261,0.424242,0.456107,0.359813
9612,0.424242,0.600195,0.000000
4987,0.599560,0.654312,0.441860
3605,0.832942,0.924191,0.974153
5068,0.821786,0.967529,0.991837
4474,0.760150,0.730236,0.743009
5831,0.675051,0.676669,0.736236
4729,0.532634,0.323988,0.514443
10060,0.598026,0.456107,0.545966
6895,0.378599,0.347222,0.159294
3791,0.779387,0.799438,0.760876
7910,0.417489,0.273424,0.178571
4209,0.486451,0.437877,0.378433
4984,0.694064,0.916800,0.913342
1773,0.418353,0.619788,0.467198
2101,0.512093,0.370370,0.278431
7251,0.477348,0.438376,0.346889
2887,0.518579,0.521119,0.561312
875,0.570571,0.408746,0.740013
8185,0.486057,0.811813,0.398022
9688,0.796483,0.925613,0.782153
5342,0.411567,0.436742,0.178571
6802,0.608083,0.603846,0.410127
3077,0.636953,0.666249,0.507376
712,0.433965,0.245168,0.308450
3026,0.424242,0.456107,0.410127
2640,0.522705,0.379271,0.353786
4872,0.587677,1.000000,0.517851
3334,0.749285,0.674001,0.562417
2431,0.539427,0.520391,0.350643
9218,0.510601,0.266667,0.415097
7417,0.663477,0.480754,0.585112
3563,0.860876,0.949224,0.968472
1006,0.580735,0.492370,0.394515
8940,0.559609,0.281944,0.439280
7703,0.378043,0.488672,0.327082
2686,0.522105,0.573285,0.569912
8159,0.818891,0.919523,0.815173
37,0.424242,0.523154,0.522875
65,0.532255,0.430838,0.390346
1910,0.424242,0.456107,0.468508
2202,0.780801,0.777085,0.794041
9717,0.705490,0.763569,0.758585
2388,0.717448,0.408538,1.000000
2365,0.535971,0.423971,0.342247
5072,0.581957,0.625000,0.475944
4614,0.459552,0.571195,0.360833
6955,0.563974,0.570525,0.337222
4094,0.262254,0.181561,0.178571
3319,0.855693,0.962377,0.859749
1456,0.747435,0.956713,0.904503
5381,0.714901,0.697254,0.750931
4479,0.424242,0.973684,0.852004
4766,0.459155,0.460546,0.483769
6076,0.722217,0.862926,0.920657
8064,0.536426,0.630743,0.684193
3416,0.862331,0.814378,0.774469
4892,0.475193,0.395770,0.410127
9942,0.723494,0.910278,0.845055
9215,0.483415,0.583505,0.523809
4506,0.724552,0.905255,0.733749
9275,0.494854,0.559537,0.660376
1306,0.768180,0.939437,0.916206
6828,0.764143,0.797896,0.895685
8368,0.601049,0.718307,0.713823
7205,0.321608,0.505453,0.576041
360,0.789936,0.911816,0.963455
3386,0.487933,0.292014,0.276533
3835,0.629549,0.720461,0.721614
1305,0.352718,0.499953,0.451993
7963,0.462319,0.502953,0.606361
2073,0.578185,0.658187,0.910112
4230,0.424242,0.825630,0.439409
9012,0.458869,0.406822,0.440024
2723,0.787048,0.924231,1.000000
6788,0.826846,0.813820,0.851124
7945,0.359420,0.387300,0.268536
4868,0.765322,0.456107,0.790939
6597,0.581461,0.533333,0.512488
7323,0.404916,0.285759,0.262217
6229,0.555048,0.477047,0.332946
3427,0.424242,0.581849,0.921053
7727,0.500333,0.561724,0.431211
4707,0.802640,0.914825,0.909259
2547,0.655196,0.898977,0.905737
4523,0.845153,0.917598,0.937533
9648,0.522986,0.524531,0.516072
1084,0.487875,0.368487,0.530023
3327,0.767697,0.806129,0.666667
5591,0.445382,0.495057,0.549794
186,0.428933,0.341138,0.325509
2938,0.525656,0.434450,0.429018
9912,0.721459,0.838023,0.870617
6047,0.424242,0.540865,0.591987
2417,0.685225,0.549048,0.614556
10533,0.449572,0.622547,0.618116
1137,0.559115,0.643238,0.422903
1533,0.723301,0.930235,0.797281
9233,0.635773,0.495083,0.553922
43,0.449798,0.520404,0.423913
8986,0.421685,0.312367,0.410127
6000,0.854938,0.888563,0.892169
480,0.445145,0.341235,0.592380
2457,0.542671,0.710439,0.493523
5362,0.404596,0.432251,0.430933
7722,0.523819,0.506454,0.510280
7940,0.673035,0.782894,0.512856
6104,0.762441,0.953813,0.873029
8853,0.443407,0.327700,0.162879
5813,0.664865,0.776654,0.724574
4769,0.494822,0.503566,0.213317
2544,0.424242,0.456107,0.812919
6379,0.474452,0.741071,0.615042
5262,0.412992,0.177512,0.217865
9885,0.473257,0.325581,0.493506
10081,0.540385,0.549194,0.334113
1315,0.492755,0.356557,0.406032
3388,0.457064,0.531797,0.374015
3473,0.820722,0.831891,0.873229
2117,0.424242,0.456107,0.626866
9411,0.522543,0.456107,0.620000
9379,0.810887,0.868780,0.913878
4236,0.474921,0.333333,0.666667
2049,0.528927,0.333356,0.322821
4786,0.358321,0.355570,0.492226
1604,0.536518,0.389786,0.391369
7659,0.479076,0.488749,0.365019
8152,0.498065,0.291667,0.540715
5417,0.513417,0.518367,0.544543
160,0.539201,0.492641,0.461429
6826,0.713238,0.615716,0.673731
1815,0.562690,0.625739,0.610094
3647,0.632472,0.787125,0.805224
5605,0.492598,0.513180,0.477071
3526,0.767102,0.934472,0.871626
3854,0.752249,0.883536,0.933927
1053,0.477727,0.408140,0.299795
2411,0.424242,0.182879,0.562417
6015,0.424242,0.656061,0.826389
2089,0.781719,0.637500,0.655670
7745,0.818727,0.901195,0.959331
6816,0.583973,0.821242,0.789578
3934,0.515871,0.532069,0.610644
6547,0.453736,0.000000,0.671860
3758,0.774037,0.965865,0.886461
7158,0.709243,0.721591,0.562417
1584,0.484221,0.499124,0.480378
2982,0.731495,0.655679,0.465886
7679,0.724661,0.797118,0.812880
5286,0.739691,0.801416,0.804764
3776,0.821477,0.516802,0.704762
1235,0.571875,0.712961,0.703108
6294,0.645870,0.651472,0.625065
1012,0.654683,0.719641,0.774328
10318,0.489886,0.472445,0.437055
7134,0.569427,0.488306,0.625526
5180,0.750200,0.662113,0.777962
2108,0.542290,0.539126,0.561111
3639,0.512663,0.562573,0.539518
6729,0.492575,0.459424,0.529484
2472,0.420799,0.608946,0.523316
10235,0.610600,0.511354,0.471958
190,0.738492,0.837094,0.727636
4713,0.650730,0.560511,0.590204
6827,0.476894,0.662960,0.726236
6108,0.696041,0.821339,0.410127
1114,0.793476,0.925837,0.915502
4848,0.424242,0.522445,0.589747
606,0.487983,0.392644,0.505429
1573,0.719747,0.825477,0.880337
8546,0.572830,0.610175,0.558980
5193,0.247497,0.207910,0.221903
2936,0.494516,0.451335,0.222222
5104,0.587329,0.679309,0.799487
6712,0.680099,0.843549,0.760870
3055,0.498499,0.359155,0.410127
74,0.748141,0.456107,1.000000
7726,0.682058,0.671507,0.798326
9183,0.622026,0.630809,0.420070
162,0.470061,0.352320,0.444122
7288,0.579386,0.615385,0.704762
8657,0.706552,0.855210,0.902961
1295,0.485320,0.502780,0.550180
8207,0.680937,0.607864,0.357112
4433,0.775546,0.923104,0.932051
590,0.786265,0.795962,0.906141
10549,0.493195,0.432060,0.488289
7749,0.546521,0.488072,0.410127
405,0.834897,0.807544,0.864085
10267,0.786793,0.481905,0.686956
7133,0.424242,0.456107,0.400274
7584,0.632864,0.566872,0.410127
6616,0.690440,0.928429,0.865390
1719,0.424242,0.456107,0.467178
9761,0.676306,0.666560,0.652210
5859,0.499449,0.481702,0.410127
5662,0.466526,0.436242,0.504142
1736,0.468481,0.550699,0.410127
9333,0.575712,0.724489,0.410127
1102,0.504178,0.399791,0.231127
2790,0.628088,0.325000,0.418243
6598,0.753263,0.873819,0.810810
7995,0.785716,0.972603,0.818408
4452,0.803707,0.868297,0.801971
159,0.424242,0.489217,0.644723
511,0.689963,0.486503,0.494260
7006,0.806854,0.688013,0.855039
1123,0.681732,0.711287,0.853314
6073,0.498425,0.388764,0.410127
7094,0.462553,0.350331,0.358280
10008,0.547247,0.549734,0.524480
7573,0.441751,0.184912,0.200000
679,0.559997,0.832386,0.740264
6809,0.315617,0.597606,0.410127
1108,0.485981,0.492084,0.516761
380,0.373387,0.456107,0.000000
204,0.472729,0.551451,0.538267
7075,0.475437,0.360139,0.665460
2550,0.557113,0.543874,0.410127
9785,0.505510,0.520912,0.410127
5036,0.424242,0.456107,0.806429
3129,0.527022,0.377515,0.453627
6495,0.736309,0.846387,0.767835
880,0.528900,0.327594,0.416444
2360,0.513565,0.557151,0.431254
7839,0.475221,0.385303,0.342968
350,0.544047,0.567808,0.571605
9151,0.766561,0.865991,1.000000
6650,0.517880,0.537429,0.466038
7208,0.660650,0.456107,0.672585
5840,0.473715,0.000000,0.410127
5997,0.529718,0.493398,0.408219
2103,0.746854,0.888462,0.808330
713,0.588392,0.450891,0.442512
7771,0.514571,0.446240,0.554115
10255,0.513982,0.410411,0.362234
3944,0.872769,0.926938,0.904110
4250,0.533905,0.430916,0.407541
2833,0.534229,0.394607,0.223784
3052,0.487330,0.457376,0.362368
7855,0.874500,0.772042,0.803213
4152,0.291238,0.471620,0.487440
4445,0.762749,0.965114,0.944222
10036,0.424242,0.950339,0.499506
9727,0.529046,0.533333,0.593950
2234,0.466287,0.388527,0.374022
9632,0.777154,0.799341,0.831269
626,0.475011,0.545622,0.583941
1644,0.254605,0.224171,0.265015
4859,0.795204,0.829969,0.783930
3987,0.471397,0.473532,0.406428
5884,0.766815,0.929389,0.941837
4112,0.700547,0.807982,0.780252
10392,0.455046,0.252598,0.410127
2962,0.515930,0.327729,0.454134
21,0.424242,0.349310,0.563450
8524,0.830472,0.715264,0.697175
2543,0.495123,0.500171,0.507135
663,0.424242,0.000000,0.245604
2748,0.591726,0.586232,0.565064
3451,0.426320,0.574094,0.404583
964,0.758074,0.685498,0.674443
10560,0.627940,0.840267,0.784957
2428,0.424242,0.334181,0.562417
4520,0.553716,0.560460,0.475750
7660,0.873760,0.954200,0.464848
6583,0.424242,0.456107,0.748754
10390,0.424242,0.299637,0.153846
688,0.449357,0.379638,0.382834
7957,0.790213,0.795299,0.871036
3356,0.688546,0.800440,0.750000
1766,0.475728,0.506026,0.391806
9128,0.573997,0.575963,0.530100
2340,0.424242,0.456107,0.557455
9421,0.424242,0.456107,0.442544
7712,0.551221,0.663005,0.673297
8200,0.454922,0.213692,0.307566
8762,0.247497,0.312933,0.310180
6446,0.424242,0.658282,0.745626
5194,0.420647,0.181826,0.410127
960,0.487289,0.500000,0.523809
779,0.819877,0.909934,0.881642
3584,0.573668,0.497144,0.490807
3011,0.499974,0.333420,0.492120
2769,0.537852,0.632344,0.591500
1392,0.424242,0.491085,0.503038
7254,0.870601,0.827880,0.847897
9084,0.535016,0.379015,0.270721
9622,0.505106,0.322577,0.398844
3665,0.424242,0.456107,0.376080
1609,0.492990,0.618957,0.416251
6130,0.490422,0.350833,0.380960
10155,0.472599,0.444474,0.497820
7826,0.756067,0.855359,0.655460
8300,0.424242,0.507644,0.428325
5038,0.424242,0.456107,0.636080
7582,0.716033,0.544095,0.784562
9561,0.502958,0.501432,0.214838
7430,0.696826,0.874835,0.908524
5045,0.724223,0.835733,0.900624
10421,0.503852,0.254426,0.159294
5675,0.551878,0.464933,0.418197
4687,0.512048,0.656426,0.631728
4944,0.777130,0.858163,0.865061
5105,0.767174,0.528398,0.689258
148,0.424242,0.456107,0.439683
6371,0.424242,0.456107,0.327389
8108,0.454870,0.313406,0.410127
4354,0.424242,0.550699,0.505289
6077,0.767261,0.794128,0.820509
4292,0.424242,0.456107,0.410127
10068,0.424242,0.559820,0.516151
5821,0.500746,0.602421,0.543390
1042,0.711619,0.789002,0.898738
7715,0.426980,0.495601,0.261364
9703,0.414402,0.546149,0.178571
2761,0.558635,0.389038,0.305556
7002,0.514278,0.477923,0.597308
7313,0.605386,0.561874,0.569001
9050,0.534077,0.456107,0.285952
5518,0.353590,0.407389,0.388688
10556,0.752778,0.908564,0.954417
1078,0.416728,0.364831,0.216756
9699,0.424242,0.456107,0.613214
10445,0.776954,0.868819,0.796429
8748,0.863545,0.685294,0.865795
2960,0.537647,0.261500,0.290812
4317,0.482030,0.391715,0.509950
939,0.377574,0.439439,0.212121
8423,0.484797,0.483852,0.459902
5196,0.461161,0.291807,0.394708
8151,0.476575,0.200000,0.367521
7199,0.746221,0.543860,0.704762
1574,0.484415,0.636364,0.652139
8566,0.424242,0.570035,0.661051
7389,0.521081,0.521547,0.530433
1177,0.552182,0.824899,0.732461
10282,0.696054,0.464395,0.483232
10098,0.424242,0.456107,0.862062
4512,0.536276,0.325717,0.435063
4055,0.740363,0.891524,0.852402
8431,0.715122,0.797994,0.703838
4532,0.544428,0.458093,0.704483
10450,0.412847,0.611111,0.354839
5754,0.711134,0.925243,0.831213
1882,0.729698,0.659897,0.712401
1563,0.859291,0.843655,0.875506
4871,0.722344,0.900152,0.926459
8440,0.489353,0.540614,0.502332
3253,0.607020,0.613636,0.532830
8270,0.543391,0.436508,0.436398
4610,0.453438,0.574767,0.656736
9619,0.489739,0.515311,0.338901
8786,0.416127,0.301198,0.325295
2889,0.771038,0.940410,0.856071
9781,0.459336,0.456754,0.498629
5061,0.542248,0.591630,0.674064
7059,0.761663,0.943087,0.873690
2064,0.754670,0.876394,0.852935
1587,0.581341,0.696210,0.554757
1934,0.790575,0.933144,0.815224
5516,0.487456,0.456107,0.546448
9853,0.515952,0.505495,0.277889
7867,0.541136,0.466172,0.557288
1556,0.566407,0.431055,0.496362
5495,0.424242,0.456107,0.313759
4274,0.504584,0.374087,0.506061
8177,0.424242,0.553615,0.346023
9491,0.727561,0.871687,0.800618
9813,0.397215,0.279669,0.178571
2205,0.489384,0.432602,0.335168
2710,0.424242,0.456107,0.625901
2992,0.363288,0.328483,0.285841
7998,0.478591,0.352884,0.315507
6428,0.591710,0.533903,0.451276
6638,0.409717,0.527778,0.307692
3035,0.652233,0.568853,0.639084
1578,0.544670,0.515181,0.421875
1324,0.821627,0.641196,0.487440
2316,0.747215,0.765454,0.758901
9326,0.424242,0.456107,0.800000
7359,0.782397,0.726690,0.878591
7741,0.424242,0.456107,0.813985
5143,0.323922,0.257416,0.323954
8196,0.646471,0.765559,0.684211
630,0.247497,0.190793,0.259014
8481,0.719048,0.810468,0.848846
8497,0.247497,0.312933,0.295126
5409,0.732047,0.812774,0.410127
5749,0.424242,0.456107,0.523710
8219,0.628666,0.917032,0.836756
9571,0.690657,0.806967,0.846387
4886,0.752910,0.789536,0.637340
5367,0.515058,0.361797,0.404831
1185,0.480832,0.359687,0.508768
8291,0.406621,0.538704,0.325253
1590,0.424242,0.545455,0.333333
7698,0.501857,0.500190,0.463279
51,0.529419,0.545919,0.533245
8784,0.442253,0.261797,0.410127
3928,0.461889,0.463147,0.410127
5987,0.385455,0.293133,0.266817
7008,0.753357,0.883450,0.812079
7482,0.685597,0.715244,0.728291
9374,0.480749,0.355108,0.410127
1296,0.424242,0.456107,0.762865
10289,0.732626,0.835065,0.827017
2986,0.419020,0.333333,0.406209
4651,0.428303,0.166667,0.438590
8594,0.424242,0.456107,0.523123
7469,0.669249,0.817836,0.410127
2871,0.547180,0.491577,0.410127
1903,0.792939,0.928986,0.798318
8571,0.787820,0.917100,0.846992
4832,0.654340,0.541326,0.754676
1242,0.551532,0.550699,0.877050
7115,0.424242,0.456107,0.000000
3599,0.424242,0.456107,0.667701
2065,0.537190,0.441033,0.445011
4529,0.515460,0.289393,0.289033
763,0.424242,0.456107,0.590440
6698,0.797749,0.843895,0.789102
2002,0.752787,0.864826,0.941130
2020,0.665985,0.732419,1.000000
5229,0.577115,0.418755,0.513413
8243,0.166667,0.528090,0.585348
6936,0.873679,0.813406,0.776335
9360,0.743825,0.887736,0.821232
4360,0.525522,0.456107,0.684211
7951,0.422621,0.748451,0.747505
6701,0.641158,0.782095,0.865537
7574,0.781789,0.816427,0.817892
2426,0.494395,0.500602,0.410127
1681,0.773379,0.845746,0.773122
7135,0.424242,0.456107,0.323529
3688,0.521237,0.488994,0.408853
3872,0.506064,0.456107,0.357112
558,0.470179,0.344971,0.249828
2228,0.585663,0.297619,0.562417
8170,0.524301,0.551622,0.486489
7171,0.564265,0.416484,0.417053
7756,0.466452,0.494099,0.584881
3609,0.445381,0.422915,0.656504
3985,0.424242,0.453704,0.467236
1139,0.499519,0.367467,0.602697
3453,0.605000,0.371331,0.513940
7583,0.424242,0.456107,0.299296
9788,0.790333,0.920637,0.963852
10175,0.424242,0.456107,0.753158
6059,0.498896,0.408146,0.451130
104,0.405623,0.541667,0.410127
10168,0.426968,0.384615,0.307692
8902,0.739305,0.908371,0.837036
5343,0.753957,0.896388,0.792165
4239,0.487115,0.638454,0.558245
6767,0.564207,0.666177,0.410127
6269,0.381795,0.387563,0.288825
6682,0.501915,0.282159,0.410127
9558,0.538102,0.483832,0.474563
2416,0.491099,0.388889,0.675582
6592,0.526694,0.437662,0.554264
6196,0.508164,0.377812,0.457201
2751,0.812340,0.851438,0.875120
3412,0.773171,0.875230,0.886495
8302,0.734234,0.917894,0.868708
1120,0.650202,0.559325,0.515095
8005,0.488813,0.224722,0.272385
6637,0.540463,0.684442,0.676166
6440,0.424242,0.325581,0.483008
6679,0.793816,0.777189,0.745330
8039,0.756380,0.635274,0.587596
5357,0.731136,0.949275,0.887232
8844,0.719133,0.853456,0.798862
2964,0.478482,0.306373,0.311111
6040,0.459494,0.245445,0.342142
7259,0.814564,0.856857,0.809427
8974,0.634716,0.333333,0.826361
7439,0.401166,0.185994,0.180757
1045,0.475230,0.348585,0.220085
7706,0.530197,0.306833,0.400469
9724,0.473474,0.422931,0.410127
3698,0.478593,0.408890,0.391373
7339,0.778698,0.865719,0.900342
1749,0.485625,0.368056,0.655632
7257,0.526718,0.333333,0.391443
2963,0.754254,0.845492,0.831809
7775,0.521642,0.450000,0.274875
10501,0.509893,0.286967,0.479726
4258,0.758579,0.923223,0.883540
7908,0.795500,0.859898,0.821487
722,0.620368,0.516750,0.623657
6519,0.527877,0.568825,0.728694
6916,0.501540,0.521119,0.590372
4456,0.751070,0.674211,0.626232
2731,0.554412,0.398686,0.528018
917,0.707867,0.716117,0.750381
4107,0.524702,0.262704,0.449850
7894,0.640947,0.493365,0.486616
2540,0.525591,0.410072,0.463787
8455,0.730059,0.891950,0.882365
10406,0.813203,0.881459,0.857029
8909,0.469971,0.384615,0.358777
5489,0.439862,0.419375,0.410127
306,0.771902,0.658309,0.763489
3894,0.424242,0.252942,0.306960
2735,0.474668,0.435209,0.498281
4939,0.537792,0.759834,0.676283
1551,0.578181,0.558995,0.538462
777,0.613624,0.708176,0.510465
2160,0.751247,0.884782,0.841584
8599,0.696247,0.844172,0.833732
2727,0.575784,0.362026,0.304144
6362,0.532735,0.456107,0.440474
1417,0.723613,0.797431,0.813904
10343,0.480838,0.295127,0.285952
4866,0.830140,0.854963,0.842708
2682,0.550204,0.461508,0.365868
9856,0.260090,0.213776,0.322581
4498,0.000000,0.456107,0.410127
7450,0.507659,0.470440,0.600000
6899,0.355419,0.333333,0.640604
5649,0.809878,0.709618,0.835466
6086,0.532206,0.273504,0.323254
1618,0.000000,0.312007,0.225000
9926,0.429366,0.205938,0.260568
2847,0.272719,0.245476,0.267591
8099,0.424242,0.456107,0.944507
5724,0.561009,0.512516,0.574732
3358,0.459294,0.336109,0.447388
8136,0.519207,0.291362,0.363611
955,0.612779,0.519916,0.471895
8819,0.424242,0.311370,0.424958
5832,0.817168,0.793670,0.849411
10413,0.830958,0.837475,0.854139
6548,0.485315,0.339829,0.263261
8407,0.576441,0.506135,0.511052
10090,0.525827,0.629658,0.517260
8564,0.424242,0.456107,0.447235
808,0.743190,0.958333,0.787985
5303,0.525981,0.496426,0.323529
8913,0.712903,0.901388,0.977219
9425,0.726282,0.842283,0.777027
9543,0.759545,0.815970,0.811914
1219,0.636663,0.767928,0.711600
9575,0.737207,0.935991,0.967142
4019,0.586625,0.601943,0.500129
6223,0.785593,0.890047,0.650489
9588,0.468092,0.324892,0.595993
4739,0.441630,0.776091,0.714303
10492,0.653943,0.631967,0.596286
2017,0.544633,0.513238,0.562417
5524,0.776144,0.898114,0.862906
7449,0.725387,0.944541,0.882079
5734,0.513662,0.282378,0.384277
5456,0.519378,0.604618,0.542688
797,0.584920,0.498547,0.705357
5525,0.505157,0.482383,0.552078
8265,0.514646,0.463299,0.531024
1981,0.768138,0.938681,0.876235
8977,0.727178,0.954907,0.980251
6241,0.781098,0.829934,0.894978
6021,0.424242,0.900941,0.818532
7720,0.424242,0.456107,0.533896
8632,0.510464,0.349392,0.255699
6705,0.493659,0.489287,0.502522
2476,0.739621,0.749574,0.763159
3510,0.532727,0.406526,0.423161
8887,0.551154,0.581281,0.547244
10115,0.522356,0.504065,0.515661
9061,0.482665,0.347458,0.294961
5570,0.518926,0.554805,0.482690
2763,0.649140,0.946552,0.441860
1437,0.602256,0.806414,0.410127
3448,0.489002,0.508714,0.603143
3529,0.440151,0.262150,0.294578
3156,0.448259,0.387495,0.452206
4604,0.760026,0.928562,0.888071
6776,0.656564,0.493058,0.543971
10227,0.551243,0.456107,0.464019
1545,0.565762,0.521119,0.659188
10487,0.513015,0.315713,0.493981
993,0.500428,0.456107,0.562417
1161,0.752791,0.967231,0.815653
7975,0.830012,0.927281,0.930492
1591,0.426311,0.432160,0.410127
7804,0.753273,0.675667,0.763381
5048,0.462058,0.400409,0.369427
10454,0.767136,0.867448,0.769590
3567,0.500944,0.371600,0.452187
5886,0.424242,0.456107,0.517155
9937,0.526468,0.000000,0.522295
3931,0.624294,0.718375,0.849746
9706,0.799369,0.741661,0.866662
10193,0.424242,0.456107,0.848098
5569,0.809334,0.907974,0.881345
9747,0.399912,0.429108,0.428210
2217,0.747625,0.882540,0.883972
